Cha Cha
id =  489 : gt = 124 , t1 = 255.7752 , t2 = 257.0802 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  157 : gt = 120 , t1 =  57.0414 , t2 = 119.2684 . avg.P-score = 0.4492 , ALOTC-score= 1 *
id =  158 : gt = 128 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  159 : gt = 128 , t1 = 130.9360 , t2 = 136.1216 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  160 : gt = 128 , t1 =  71.3018 , t2 = 136.1216 . avg.P-score = 0.9676 , ALOTC-score= 1 *
id =  161 : gt = 128 , t1 = 265.7612 , t2 = 267.0576 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  162 : gt = 128 , t1 = 129.6396 , t2 = 132.2324 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  163 : gt = 128 , t1 = 263.1684 , t2 = 264.4648 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  164 : gt = 128 , t1 =  57.0414 , t2 = 130.9360 . avg.P-score = 0.3571 , ALOTC-score= 1 *
id =  165 : gt = 128 , t1 =  55.7450 , t2 = 270.9468 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  166 : gt = 128 , t1 =  66.1162 , t2 = 101.1189 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  167 : gt = 128 , t1 =  59.6342 , t2 = 263.1684 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  168 : gt = 128 , t1 =  62.2270 , t2 =  66.1162 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  169 : gt = 128 , t1 =  63.5234 , t2 = 129.6396 . avg.P-score = 0.4539 , ALOTC-score= 1 *
id =  170 : gt = 132 , t1 = 103.7117 , t2 = 138.7144 . avg.P-score = 0.9334 , ALOTC-score= 1 *
id =  171 : gt = 132 , t1 = 101.1189 , t2 = 136.1216 . avg.P-score = 0.9685 , ALOTC-score= 1 *
id =  172 : gt = 132 , t1 = 270.9468 , t2 = 272.2432 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  173 : gt = 132 , t1 = 134.8252 , t2 = 136.1216 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  174 : gt = 128 , t1 =  64.8198 , t2 = 101.1189 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  175 : gt = 128 , t1 =  63.5234 , t2 = 259.2792 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  176 : gt = 128 , t1 = 128.3432 , t2 = 129.6396 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  177 : gt = 124 , t1 =  67.4126 , t2 = 128.3432 . avg.P-score = 0.3919 , ALOTC-score= 1 *
id =  178 : gt = 128 , t1 = 263.1684 , t2 = 264.4648 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  179 : gt = 128 , t1 = 132.2324 , t2 = 263.1684 . avg.P-score = 0.0324 , ALOTC-score= 1 *
id =  180 : gt = 128 , t1 =  98.5261 , t2 = 274.8360 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  181 : gt = 128 , t1 = 130.9360 , t2 = 132.2324 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  182 : gt = 128 , t1 =  66.1162 , t2 =  67.4126 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  183 : gt = 128 , t1 = 130.9360 , t2 = 132.2324 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  184 : gt = 128 , t1 = 132.2324 , t2 = 263.1684 . avg.P-score = 0.0280 , ALOTC-score= 1 *
id =  185 : gt = 128 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  186 : gt = 128 , t1 = 129.6396 , t2 = 264.4648 . avg.P-score = 0.0435 , ALOTC-score= 1 *
id =  187 : gt = 128 , t1 = 261.8720 , t2 = 263.1684 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  188 : gt = 128 , t1 = 130.9360 , t2 = 132.2324 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  189 : gt = 128 , t1 =  66.1162 , t2 =  67.4126 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  190 : gt = 128 , t1 = 132.2324 , t2 = 263.1684 . avg.P-score = 0.0447 , ALOTC-score= 1 *
id =  191 : gt = 128 , t1 =  64.8198 , t2 = 265.7612 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  192 : gt = 128 , t1 =  57.0414 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  193 : gt = 128 , t1 = 263.1684 , t2 = 265.7612 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  194 : gt = 132 , t1 = 133.5288 , t2 = 134.8252 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  195 : gt = 132 , t1 =  75.1910 , t2 = 134.8252 . avg.P-score = 0.9651 , ALOTC-score= 1 *
id =  196 : gt = 128 , t1 =  57.0414 , t2 = 134.8252 . avg.P-score = 0.9604 , ALOTC-score= 1 *
id =  197 : gt = 128 , t1 =  62.2270 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  198 : gt = 128 , t1 = 131.8026 , t2 = 133.1075 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  199 : gt = 128 , t1 =  57.4189 , t2 = 168.3419 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  200 : gt = 128 , t1 = 131.8026 , t2 = 134.4125 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  201 : gt = 128 , t1 =  58.7239 , t2 = 268.8250 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  202 : gt = 132 , t1 = 272.3023 , t2 = 274.9205 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  203 : gt = 128 , t1 =  57.4189 , t2 =  58.7239 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  204 : gt = 132 , t1 = 276.6549 , t2 = 277.9598 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  205 : gt = 128 , t1 = 271.4350 , t2 = 272.7399 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  206 : gt = 128 , t1 = 134.4125 , t2 = 135.7175 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  207 : gt = 132 , t1 = 134.8420 , t2 = 136.1511 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  208 : gt = 128 , t1 = 271.4350 , t2 = 275.3499 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  209 : gt = 128 , t1 =  72.0030 , t2 = 133.5328 . avg.P-score = 0.9663 , ALOTC-score= 1 *
id =  210 : gt = 112 , t1 =  55.5858 , t2 =  56.8492 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  211 : gt = 116 , t1 = 116.2250 , t2 = 117.4883 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  212 : gt = 116 , t1 = 114.9616 , t2 = 116.2250 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  213 : gt = 116 , t1 = 123.8048 , t2 = 237.5032 . avg.P-score = 0.0379 , ALOTC-score= 1 *
id =  214 : gt = 116 , t1 =  55.5858 , t2 =  56.8492 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  215 : gt = 120 , t1 = 118.7516 , t2 = 121.2782 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  216 : gt = 120 , t1 = 117.4883 , t2 = 125.0682 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  217 : gt = 120 , t1 =  56.8492 , t2 =  63.1657 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  218 : gt = 120 , t1 =  64.4291 , t2 = 125.0682 . avg.P-score = 0.5918 , ALOTC-score= 1 *
id =  219 : gt = 120 , t1 =  56.8492 , t2 =  59.3758 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  220 : gt = 124 , t1 =  55.5858 , t2 = 121.2782 . avg.P-score = 0.3784 , ALOTC-score= 1 *
id =  221 : gt = 124 , t1 = 243.8198 , t2 = 245.0831 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  222 : gt = 128 , t1 = 245.0831 , t2 = 246.3464 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  223 : gt = 128 , t1 =  60.6391 , t2 = 128.8581 . avg.P-score = 0.3845 , ALOTC-score= 1 *
id =  224 : gt = 132 , t1 = 264.0328 , t2 = 265.2961 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  225 : gt = 128 , t1 =  99.3469 , t2 = 266.6680 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  226 : gt = 128 , t1 =  68.2904 , t2 =  99.8090 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  227 : gt = 128 , t1 =  67.9742 , t2 = 133.3340 . avg.P-score = 0.9696 , ALOTC-score= 1 *
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.3569 alotc = 0.4884
Viennese Waltz
id =  338 : gt = 174 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  339 : gt = 174 , t1 =  57.0414 , t2 = 177.6063 . avg.P-score = 0.9753 , ALOTC-score= 1 *
id =  340 : gt = 174 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  341 : gt = 174 , t1 = 178.9027 , t2 = 180.1991 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  342 : gt = 180 , t1 =  58.3378 , t2 = 184.0882 . avg.P-score = 0.9485 , ALOTC-score= 1 *
id =  343 : gt = 180 , t1 =  58.3378 , t2 = 185.3846 . avg.P-score = 0.9702 , ALOTC-score= 1 *
id =  344 : gt = 180 , t1 = 184.0882 , t2 = 185.3846 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  345 : gt = 180 , t1 = 184.0882 , t2 = 185.3846 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  346 : gt = 180 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  347 : gt = 180 , t1 =  57.0414 , t2 =  66.1162 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  348 : gt = 180 , t1 =  57.0414 , t2 = 185.3846 . avg.P-score = 0.9543 , ALOTC-score= 1 *
id =  349 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  350 : gt = 180 , t1 =  57.0414 , t2 = 182.7918 . avg.P-score = 0.9691 , ALOTC-score= 1 *
id =  351 : gt = 180 , t1 =  62.2270 , t2 = 185.3846 . avg.P-score = 0.9816 , ALOTC-score= 1 *
id =  352 : gt = 180 , t1 =  58.3378 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  353 : gt = 180 , t1 = 184.0882 , t2 = 186.6810 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  354 : gt = 180 , t1 = 184.0882 , t2 = 186.6810 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  355 : gt = 180 , t1 = 187.9774 , t2 = 189.2738 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  356 : gt = 180 , t1 =  57.0414 , t2 = 186.6810 . avg.P-score = 0.9660 , ALOTC-score= 1 *
id =  357 : gt = 180 , t1 = 123.1576 , t2 = 124.4540 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  358 : gt = 180 , t1 =  57.0414 , t2 = 186.6810 . avg.P-score = 0.9744 , ALOTC-score= 1 *
id =  359 : gt = 180 , t1 =  55.7450 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  360 : gt = 180 , t1 = 180.1991 , t2 = 181.4955 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  361 : gt = 180 , t1 = 185.3846 , t2 = 187.9774 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  362 : gt = 180 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  363 : gt = 180 , t1 = 185.3846 , t2 = 186.6810 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  364 : gt = 177 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  365 : gt = 180 , t1 = 185.3846 , t2 = 186.6810 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  366 : gt = 180 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  367 : gt = 180 , t1 =  57.0414 , t2 = 184.0882 . avg.P-score = 0.9586 , ALOTC-score= 1 *
id =  368 : gt = 180 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  369 : gt = 180 , t1 =  57.0414 , t2 = 181.4955 . avg.P-score = 0.9750 , ALOTC-score= 1 *
id =  370 : gt = 180 , t1 =  58.3378 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  371 : gt = 180 , t1 = 185.3846 , t2 = 186.6810 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  372 : gt = 180 , t1 = 184.0882 , t2 = 185.3846 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  373 : gt = 174 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  374 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  375 : gt = 177 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  376 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  377 : gt = 177 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  378 : gt = 177 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  379 : gt = 177 , t1 = 182.7918 , t2 = 184.0882 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  380 : gt = 177 , t1 =  59.6342 , t2 = 181.4955 . avg.P-score = 0.9656 , ALOTC-score= 1 *
id =  381 : gt = 174 , t1 = 178.9027 , t2 = 180.1991 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  382 : gt = 177 , t1 =  58.3378 , t2 = 182.7918 . avg.P-score = 0.9531 , ALOTC-score= 1 *
id =  383 : gt = 177 , t1 =  58.3378 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  384 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  385 : gt = 177 , t1 =  57.0414 , t2 = 182.7918 . avg.P-score = 0.9412 , ALOTC-score= 1 *
id =  386 : gt = 177 , t1 = 181.4955 , t2 = 182.7918 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  387 : gt = 174 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  388 : gt = 177 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  389 : gt = 174 , t1 =  58.3378 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  390 : gt = 177 , t1 = 181.4955 , t2 = 182.7918 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  391 : gt = 177 , t1 = 181.3916 , t2 = 182.6966 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  392 : gt = 180 , t1 =  57.6024 , t2 =  60.2207 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  393 : gt = 180 , t1 =  62.1254 , t2 =  63.4472 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  394 : gt = 180 , t1 =  60.0289 , t2 = 123.9727 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  395 : gt = 180 , t1 =  57.4189 , t2 = 187.9165 . avg.P-score = 0.9384 , ALOTC-score= 1 *
id =  396 : gt = 174 , t1 = 178.7817 , t2 = 180.0867 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  397 : gt = 174 , t1 =  58.7239 , t2 = 120.0578 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  398 : gt = 180 , t1 =  58.9115 , t2 =  60.2207 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  399 : gt = 180 , t1 = 122.6677 , t2 = 123.9727 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  400 : gt = 180 , t1 = 186.9291 , t2 = 188.2362 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  401 : gt = 174 , t1 =  58.8238 , t2 =  60.1310 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  402 : gt = 177 , t1 =  57.5166 , t2 =  58.8238 . avg.P-score = 0.0000 , ALOTC-score= 0
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.4996 alotc = 0.5077
Slow Waltz
id =  228 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  229 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  230 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  231 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  232 : gt =  87 , t1 =  55.7450 , t2 =  84.2657 . avg.P-score = 0.5173 , ALOTC-score= 1 *
id =  233 : gt =  84 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  234 : gt =  84 , t1 = 171.1243 , t2 = 172.4207 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  235 : gt =  84 , t1 =  57.0414 , t2 =  90.7477 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  236 : gt =  87 , t1 =  58.3378 , t2 =  90.7477 . avg.P-score = 0.5097 , ALOTC-score= 1 *
id =  237 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  238 : gt =  87 , t1 =  57.0414 , t2 = 178.9027 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  239 : gt =  87 , t1 =  55.7450 , t2 =  90.7477 . avg.P-score = 0.4963 , ALOTC-score= 1 *
id =  240 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  241 : gt =  84 , t1 =  55.7450 , t2 = 146.4928 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  242 : gt =  87 , t1 =  57.0414 , t2 =  82.9693 . avg.P-score = 0.4359 , ALOTC-score= 1 *
id =  243 : gt =  87 , t1 =  57.0414 , t2 =  60.9306 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  244 : gt =  87 , t1 =  57.0414 , t2 =  88.1549 . avg.P-score = 0.5601 , ALOTC-score= 1 *
id =  245 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  246 : gt =  87 , t1 =  58.3378 , t2 =  86.8585 . avg.P-score = 0.4307 , ALOTC-score= 1 *
id =  247 : gt =  87 , t1 =  57.0414 , t2 =  89.4513 . avg.P-score = 0.5273 , ALOTC-score= 1 *
id =  248 : gt =  87 , t1 =  55.7450 , t2 =  92.0441 . avg.P-score = 0.5494 , ALOTC-score= 1 *
id =  249 : gt =  87 , t1 =  89.4513 , t2 =  90.7477 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  250 : gt =  87 , t1 =  57.0414 , t2 =  92.0441 . avg.P-score = 0.5356 , ALOTC-score= 1 *
id =  251 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  252 : gt =  87 , t1 =  57.0414 , t2 =  89.4513 . avg.P-score = 0.5324 , ALOTC-score= 1 *
id =  253 : gt =  87 , t1 =  55.7450 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  254 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  255 : gt =  84 , t1 =  57.0414 , t2 = 172.4207 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  256 : gt =  87 , t1 =  55.7450 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  257 : gt =  87 , t1 =  57.0414 , t2 =  72.5982 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  258 : gt =  84 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  259 : gt =  81 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  260 : gt =  87 , t1 =  57.0414 , t2 =  86.8585 . avg.P-score = 0.4891 , ALOTC-score= 1 *
id =  261 : gt =  87 , t1 =  58.3378 , t2 = 178.9027 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  262 : gt =  87 , t1 = 177.6063 , t2 = 178.9027 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  263 : gt =  87 , t1 =  55.7450 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  264 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  265 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  266 : gt =  84 , t1 =  57.0414 , t2 = 177.6063 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  267 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  268 : gt =  84 , t1 = 173.7171 , t2 = 175.0135 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  269 : gt =  84 , t1 =  57.0414 , t2 =  85.5621 . avg.P-score = 0.5489 , ALOTC-score= 1 *
id =  270 : gt =  84 , t1 =  84.2657 , t2 =  85.5621 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  271 : gt =  84 , t1 =  60.9306 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  272 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  273 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  274 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  275 : gt =  84 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  276 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  277 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  278 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  279 : gt =  84 , t1 =  57.0414 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  280 : gt =  87 , t1 =  57.0414 , t2 =  63.5234 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  281 : gt =  84 , t1 =  85.5621 , t2 =  86.8585 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  282 : gt =  87 , t1 = 175.0135 , t2 = 177.6063 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  283 : gt =  87 , t1 = 172.4207 , t2 = 177.6063 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  284 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  285 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  286 : gt =  84 , t1 =  54.4486 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  287 : gt =  84 , t1 = 173.7171 , t2 = 177.6063 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  288 : gt =  87 , t1 =  59.6342 , t2 =  92.0441 . avg.P-score = 0.4683 , ALOTC-score= 1 *
id =  289 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  290 : gt =  87 , t1 =  57.0414 , t2 =  84.2657 . avg.P-score = 0.4980 , ALOTC-score= 1 *
id =  291 : gt =  84 , t1 =  55.7450 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  292 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  293 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  294 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  295 : gt =  84 , t1 =  82.9693 , t2 = 173.7171 . avg.P-score = 0.0164 , ALOTC-score= 1 *
id =  296 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  297 : gt =  87 , t1 =  89.4513 , t2 = 180.1991 . avg.P-score = 0.0524 , ALOTC-score= 1 *
id =  298 : gt =  87 , t1 =  57.0414 , t2 =  93.3405 . avg.P-score = 0.5404 , ALOTC-score= 1 *
id =  299 : gt =  87 , t1 =  57.0414 , t2 = 180.1991 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  300 : gt =  87 , t1 =  58.3378 , t2 = 178.9027 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  301 : gt =  84 , t1 =  57.0414 , t2 = 171.1243 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  302 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  303 : gt =  84 , t1 =  57.4189 , t2 =  58.7239 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  304 : gt =  87 , t1 =  57.6024 , t2 = 183.2804 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  305 : gt =  90 , t1 =  87.7127 , t2 = 153.1700 . avg.P-score = 0.0321 , ALOTC-score= 1 *
id =  306 : gt =  87 , t1 =  57.6024 , t2 =  58.9115 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  307 : gt =  84 , t1 =  70.9205 , t2 =  95.8740 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  308 : gt =  90 , t1 =  57.6024 , t2 = 124.3688 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  309 : gt =  84 , t1 =  57.4189 , t2 =  86.1284 . avg.P-score = 0.4880 , ALOTC-score= 1 *
id =  310 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  311 : gt =  84 , t1 =  57.4189 , t2 =  86.1284 . avg.P-score = 0.5191 , ALOTC-score= 1 *
id =  312 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  313 : gt =  84 , t1 =  88.7384 , t2 =  90.0433 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  314 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  315 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  316 : gt =  84 , t1 = 163.6432 , t2 = 172.8072 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  317 : gt =  84 , t1 =  57.4189 , t2 =  84.8234 . avg.P-score = 0.5234 , ALOTC-score= 1 *
