/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q3.py
floats only print 4.4f



tempo / 2 :


Cha Cha
id =  489 : gt = 124 , t1 = 127.8876 , t2 = 128.5401 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  664 : gt = 104 , t1 =  19.0138 , t2 =  72.1660 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  665 : gt =  76 , t1 =  51.4237 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  666 : gt =  80 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  667 : gt =  96 , t1 =  24.1994 , t2 =  24.6315 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  668 : gt = 100 , t1 =  65.6841 , t2 =  66.1162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  669 : gt = 100 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  670 : gt = 100 , t1 =  67.8447 , t2 =  68.2769 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  671 : gt =  76 , t1 =  19.0138 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  672 : gt = 100 , t1 =  18.5817 , t2 =  67.4126 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  673 : gt = 100 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  674 : gt = 100 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  675 : gt = 100 , t1 =  68.7090 , t2 = 136.9859 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  676 : gt =  76 , t1 =  19.0138 , t2 =  21.6066 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  677 : gt =  92 , t1 =  62.6591 , t2 =  63.0913 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  678 : gt =  88 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  679 : gt =  92 , t1 =  28.5207 , t2 =  28.9528 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  680 : gt = 100 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  681 : gt = 100 , t1 =  67.8447 , t2 =  68.2769 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  682 : gt =  96 , t1 =  65.6841 , t2 =  66.1162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  683 : gt = 100 , t1 =  68.2769 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  684 : gt = 100 , t1 =  68.2769 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  685 : gt = 100 , t1 =  68.2769 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  686 : gt =  96 , t1 =  66.1162 , t2 =  66.5483 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  687 : gt = 100 , t1 =  68.2769 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  688 : gt = 100 , t1 =  68.2769 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  689 : gt =  96 , t1 =  63.0913 , t2 =  65.6841 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  690 : gt =  92 , t1 =  61.7949 , t2 =  63.9555 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  691 : gt =  92 , t1 =  62.6591 , t2 =  63.5234 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  692 : gt =  92 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  693 : gt = 100 , t1 =  19.0138 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  694 : gt = 100 , t1 =  67.8447 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  695 : gt =  76 , t1 =  51.4237 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  696 : gt =  76 , t1 =  18.5817 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  697 : gt =  92 , t1 =  19.2076 , t2 =  29.4517 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Samba
id =  403 : gt = 100 , t1 =  19.0138 , t2 = 137.4180 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  404 : gt = 100 , t1 =  42.3489 , t2 =  42.7811 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  405 : gt = 100 , t1 = 136.9859 , t2 = 137.4180 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  406 : gt = 100 , t1 =  19.0138 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  407 : gt = 100 , t1 = 136.5537 , t2 = 136.9859 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  408 : gt =  92 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  409 : gt = 100 , t1 =  69.1411 , t2 = 136.9859 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  410 : gt = 102 , t1 =  52.7201 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  411 : gt = 104 , t1 =  71.3018 , t2 = 142.6036 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  412 : gt =  88 , t1 = 121.4291 , t2 = 121.8612 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  413 : gt = 104 , t1 =  24.6315 , t2 =  35.4348 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  414 : gt = 104 , t1 =  19.0138 , t2 =  71.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  415 : gt = 102 , t1 =  35.4348 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  416 : gt = 102 , t1 =  35.0027 , t2 = 140.8750 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  417 : gt =  68 , t1 =  42.3489 , t2 =  94.6369 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  418 : gt = 102 , t1 = 139.5786 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  419 : gt = 102 , t1 =  70.0054 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  420 : gt = 102 , t1 = 139.5786 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  421 : gt = 102 , t1 = 139.5786 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  422 : gt =  96 , t1 =  33.2742 , t2 =  66.1162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  423 : gt = 102 , t1 =  70.0054 , t2 = 139.5786 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  424 : gt = 100 , t1 = 136.5537 , t2 = 136.9859 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  425 : gt = 102 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  426 : gt = 100 , t1 = 136.5537 , t2 = 136.9859 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  427 : gt = 102 , t1 =  19.0138 , t2 =  41.4847 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  428 : gt = 102 , t1 = 139.5786 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  429 : gt = 102 , t1 =  70.0054 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  430 : gt = 100 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  431 : gt =  98 , t1 = 133.9609 , t2 = 134.3931 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  432 : gt = 102 , t1 = 137.8501 , t2 = 138.2822 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  433 : gt = 102 , t1 =  19.0138 , t2 =  69.5733 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  434 : gt = 102 , t1 = 139.5786 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  435 : gt = 100 , t1 =  67.8447 , t2 =  68.2769 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  436 : gt = 102 , t1 = 139.1465 , t2 = 139.5786 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  437 : gt = 100 , t1 = 136.1216 , t2 = 136.5537 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  438 : gt = 100 , t1 =  34.5706 , t2 = 136.9859 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  439 : gt = 102 , t1 =  70.0054 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  440 : gt = 102 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  441 : gt =  88 , t1 =  29.3850 , t2 =  30.2492 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  442 : gt = 100 , t1 = 136.9859 , t2 = 137.4180 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  443 : gt = 100 , t1 = 136.9859 , t2 = 137.4180 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  444 : gt = 100 , t1 = 136.9859 , t2 = 137.4180 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  445 : gt = 100 , t1 = 136.9859 , t2 = 137.4180 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  446 : gt = 100 , t1 = 136.9859 , t2 = 137.4180 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  447 : gt = 102 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  448 : gt = 102 , t1 = 139.5786 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  449 : gt = 102 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  450 : gt =  96 , t1 =  33.2742 , t2 = 131.8003 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  451 : gt = 100 , t1 =  69.1411 , t2 = 136.9859 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  452 : gt = 102 , t1 =  52.2880 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  453 : gt = 102 , t1 = 139.5786 , t2 = 140.0108 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  454 : gt =  74 , t1 = 100.2546 , t2 = 100.6868 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  455 : gt = 224 , t1 =  34.3644 , t2 =  34.7994 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  456 : gt = 102 , t1 =  70.4687 , t2 = 140.5024 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  457 : gt = 100 , t1 =  34.7994 , t2 = 138.3274 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  458 : gt = 102 , t1 = 140.5024 , t2 = 140.9374 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  459 : gt = 100 , t1 = 137.4574 , t2 = 137.8924 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  460 : gt = 104 , t1 =  70.4280 , t2 = 140.4291 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  461 : gt = 104 , t1 =  83.6599 , t2 =  84.0867 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  462 : gt = 104 , t1 =  70.8548 , t2 = 140.4291 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  463 : gt = 104 , t1 =  36.1043 , t2 = 143.1123 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  464 : gt = 102 , t1 = 140.0674 , t2 = 140.5024 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  465 : gt = 104 , t1 = 143.5696 , t2 = 144.0060 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  466 : gt = 104 , t1 = 143.5696 , t2 = 144.0060 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  467 : gt = 104 , t1 = 143.1123 , t2 = 143.5473 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  468 : gt = 104 , t1 =  71.5666 , t2 =  72.0030 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  469 : gt = 102 , t1 =  71.7737 , t2 = 143.1123 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  470 : gt = 104 , t1 =  71.7737 , t2 =  72.2087 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  471 : gt = 100 , t1 = 137.8924 , t2 = 138.3274 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  472 : gt = 100 , t1 =  34.3644 , t2 =  34.7994 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  473 : gt = 100 , t1 =  34.3644 , t2 =  34.7994 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  474 : gt = 104 , t1 = 143.1123 , t2 = 143.5473 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  475 : gt = 104 , t1 = 143.1123 , t2 = 143.5473 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  476 : gt = 104 , t1 = 143.1123 , t2 = 143.5473 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  477 : gt = 100 , t1 =  43.4992 , t2 = 137.8924 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  478 : gt = 100 , t1 = 137.4574 , t2 = 137.8924 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  479 : gt = 100 , t1 =  69.1637 , t2 = 137.8924 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  480 : gt = 202 , t1 = 135.3071 , t2 = 135.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  481 : gt = 100 , t1 =  34.4228 , t2 = 138.1271 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  482 : gt = 100 , t1 =  19.1722 , t2 = 138.1271 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  483 : gt = 100 , t1 = 138.1271 , t2 = 138.5628 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  484 : gt = 100 , t1 =  34.4228 , t2 =  34.8586 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  485 : gt = 100 , t1 =  34.3644 , t2 =  34.7994 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  486 : gt = 100 , t1 =  69.1637 , t2 = 137.8924 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  487 : gt = 100 , t1 =  35.2343 , t2 = 140.5024 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  488 : gt = 100 , t1 = 138.3387 , t2 = 138.7765 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Tango
id =  142 : gt = 128 , t1 =  19.0138 , t2 =  43.2132 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  143 : gt = 128 , t1 =  19.0138 , t2 =  22.0387 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  144 : gt = 128 , t1 =  20.7423 , t2 =  43.6453 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  145 : gt = 128 , t1 =  43.6453 , t2 =  44.0775 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  146 : gt = 128 , t1 =  87.7228 , t2 =  88.1549 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  147 : gt = 128 , t1 =  87.7228 , t2 =  89.0192 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  148 : gt = 128 , t1 =  88.1549 , t2 =  88.5871 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  149 : gt = 128 , t1 =  24.6315 , t2 =  44.5096 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  150 : gt = 128 , t1 =  20.7423 , t2 =  43.6453 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  151 : gt = 132 , t1 =  44.9417 , t2 =  45.3739 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  152 : gt = 128 , t1 =  19.0138 , t2 =  44.0775 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  153 : gt = 128 , t1 =  18.5817 , t2 =  89.8835 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  154 : gt = 128 , t1 =  21.6066 , t2 =  88.1549 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  155 : gt = 128 , t1 =  87.7228 , t2 =  88.1549 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  156 : gt = 128 , t1 =  87.7228 , t2 =  88.1549 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  157 : gt = 120 , t1 =  19.0138 , t2 =  39.7561 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  158 : gt = 128 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  159 : gt = 128 , t1 =  43.6453 , t2 =  45.3739 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  160 : gt = 128 , t1 =  23.7673 , t2 =  45.3739 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  161 : gt = 128 , t1 =  88.5871 , t2 =  89.0192 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  162 : gt = 128 , t1 =  43.2132 , t2 =  44.0775 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  163 : gt = 128 , t1 =  87.7228 , t2 =  88.1549 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  164 : gt = 128 , t1 =  19.0138 , t2 =  43.6453 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  165 : gt = 128 , t1 =  18.5817 , t2 =  90.3156 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  166 : gt = 128 , t1 =  22.0387 , t2 =  33.7063 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  167 : gt = 128 , t1 =  19.8781 , t2 =  87.7228 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  168 : gt = 128 , t1 =  20.7423 , t2 =  22.0387 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  169 : gt = 128 , t1 =  21.1745 , t2 =  43.2132 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  170 : gt = 132 , t1 =  34.5706 , t2 =  46.2381 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  171 : gt = 132 , t1 =  33.7063 , t2 =  45.3739 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  172 : gt = 132 , t1 =  90.3156 , t2 =  90.7477 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  173 : gt = 132 , t1 =  44.9417 , t2 =  45.3739 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  174 : gt = 128 , t1 =  21.6066 , t2 =  33.7063 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  175 : gt = 128 , t1 =  21.1745 , t2 =  86.4264 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  176 : gt = 128 , t1 =  42.7811 , t2 =  43.2132 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  177 : gt = 124 , t1 =  22.4709 , t2 =  42.7811 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  178 : gt = 128 , t1 =  87.7228 , t2 =  88.1549 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  179 : gt = 128 , t1 =  44.0775 , t2 =  87.7228 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  180 : gt = 128 , t1 =  32.8420 , t2 =  91.6120 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  181 : gt = 128 , t1 =  43.6453 , t2 =  44.0775 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  182 : gt = 128 , t1 =  22.0387 , t2 =  22.4709 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  183 : gt = 128 , t1 =  43.6453 , t2 =  44.0775 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  184 : gt = 128 , t1 =  44.0775 , t2 =  87.7228 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  185 : gt = 128 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  186 : gt = 128 , t1 =  43.2132 , t2 =  88.1549 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  187 : gt = 128 , t1 =  87.2907 , t2 =  87.7228 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  188 : gt = 128 , t1 =  43.6453 , t2 =  44.0775 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  189 : gt = 128 , t1 =  22.0387 , t2 =  22.4709 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  190 : gt = 128 , t1 =  44.0775 , t2 =  87.7228 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  191 : gt = 128 , t1 =  21.6066 , t2 =  88.5871 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  192 : gt = 128 , t1 =  19.0138 , t2 =  20.7423 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  193 : gt = 128 , t1 =  87.7228 , t2 =  88.5871 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  194 : gt = 132 , t1 =  44.5096 , t2 =  44.9417 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  195 : gt = 132 , t1 =  25.0637 , t2 =  44.9417 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  196 : gt = 128 , t1 =  19.0138 , t2 =  44.9417 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  197 : gt = 128 , t1 =  20.7423 , t2 =  22.9030 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  198 : gt = 128 , t1 =  43.9342 , t2 =  44.3692 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  199 : gt = 128 , t1 =  19.1396 , t2 =  56.1140 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  200 : gt = 128 , t1 =  43.9342 , t2 =  44.8042 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  201 : gt = 128 , t1 =  19.5746 , t2 =  89.6083 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  202 : gt = 132 , t1 =  90.7674 , t2 =  91.6402 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  203 : gt = 128 , t1 =  19.1396 , t2 =  19.5746 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  204 : gt = 132 , t1 =  92.2183 , t2 =  92.6533 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  205 : gt = 128 , t1 =  90.4783 , t2 =  90.9133 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  206 : gt = 128 , t1 =  44.8042 , t2 =  45.2392 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  207 : gt = 132 , t1 =  44.9473 , t2 =  45.3837 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  208 : gt = 128 , t1 =  90.4783 , t2 =  91.7833 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  209 : gt = 128 , t1 =  24.0010 , t2 =  44.5109 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  210 : gt = 112 , t1 =  18.5286 , t2 =  18.9497 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  211 : gt = 116 , t1 =  38.7417 , t2 =  39.1628 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  212 : gt = 116 , t1 =  38.3205 , t2 =  38.7417 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  213 : gt = 116 , t1 =  41.2683 , t2 =  79.1677 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  214 : gt = 116 , t1 =  18.5286 , t2 =  18.9497 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  215 : gt = 120 , t1 =  39.5839 , t2 =  40.4261 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  216 : gt = 120 , t1 =  39.1628 , t2 =  41.6894 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  217 : gt = 120 , t1 =  18.9497 , t2 =  21.0552 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  218 : gt = 120 , t1 =  21.4764 , t2 =  41.6894 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  219 : gt = 120 , t1 =  18.9497 , t2 =  19.7919 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  220 : gt = 124 , t1 =  18.5286 , t2 =  40.4261 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  221 : gt = 124 , t1 =  81.2733 , t2 =  81.6944 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  222 : gt = 128 , t1 =  81.6944 , t2 =  82.1155 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  223 : gt = 128 , t1 =  20.2130 , t2 =  42.9527 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  224 : gt = 132 , t1 =  88.0109 , t2 =  88.4320 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  225 : gt = 128 , t1 =  33.1156 , t2 =  88.8893 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  226 : gt = 128 , t1 =  22.7635 , t2 =  33.2697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  227 : gt = 128 , t1 =  22.6581 , t2 =  44.4447 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Viennese Waltz
id =  338 : gt = 174 , t1 =  19.0138 , t2 =  19.4459 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  339 : gt = 174 , t1 =  19.0138 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  340 : gt = 174 , t1 =  18.5817 , t2 =  19.0138 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  341 : gt = 174 , t1 =  59.6342 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  342 : gt = 180 , t1 =  19.4459 , t2 =  61.3627 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  343 : gt = 180 , t1 =  19.4459 , t2 =  61.7949 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  344 : gt = 180 , t1 =  61.3627 , t2 =  61.7949 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  345 : gt = 180 , t1 =  61.3627 , t2 =  61.7949 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  346 : gt = 180 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  347 : gt = 180 , t1 =  19.0138 , t2 =  22.0387 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  348 : gt = 180 , t1 =  19.0138 , t2 =  61.7949 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  349 : gt = 177 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  350 : gt = 180 , t1 =  19.0138 , t2 =  60.9306 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  351 : gt = 180 , t1 =  20.7423 , t2 =  61.7949 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  352 : gt = 180 , t1 =  19.4459 , t2 =  20.7423 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  353 : gt = 180 , t1 =  61.3627 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  354 : gt = 180 , t1 =  61.3627 , t2 =  62.2270 . avg.P-score = 0.0000 , ALOTC-score= 0  
