floats only print 4.4f
Cha Cha
id =  489 : gt = 124 , t1 = 255.7752 , t2 = 257.0802 . t1/t2 = 1.0051 , t1/gt = 2.0627 , t2/gt = 2.0732
id =  416 : gt = 102 , t1 = 105.0081 , t2 = 422.6251 . t1/t2 = 4.0247 , t1/gt = 1.0295 , t2/gt = 4.1434
id =  417 : gt =  68 , t1 = 127.0468 , t2 = 283.9107 . t1/t2 = 2.2347 , t1/gt = 1.8683 , t2/gt = 4.1752
id =  418 : gt = 102 , t1 = 418.7359 , t2 = 420.0323 . t1/t2 = 1.0031 , t1/gt = 4.1053 , t2/gt = 4.1180
id =  419 : gt = 102 , t1 = 210.0162 , t2 = 211.3126 . t1/t2 = 1.0062 , t1/gt = 2.0590 , t2/gt = 2.0717
id =  420 : gt = 102 , t1 = 418.7359 , t2 = 420.0323 . t1/t2 = 1.0031 , t1/gt = 4.1053 , t2/gt = 4.1180
id =  421 : gt = 102 , t1 = 418.7359 , t2 = 420.0323 . t1/t2 = 1.0031 , t1/gt = 4.1053 , t2/gt = 4.1180
id =  422 : gt =  96 , t1 =  99.8225 , t2 = 198.3486 . t1/t2 = 1.9870 , t1/gt = 1.0398 , t2/gt = 2.0661
id =  423 : gt = 102 , t1 = 210.0162 , t2 = 418.7359 . t1/t2 = 1.9938 , t1/gt = 2.0590 , t2/gt = 4.1053
id =  424 : gt = 100 , t1 = 409.6612 , t2 = 410.9576 . t1/t2 = 1.0032 , t1/gt = 4.0966 , t2/gt = 4.1096
id =  425 : gt = 102 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.5592 , t2/gt = 0.5719
id =  426 : gt = 100 , t1 = 409.6612 , t2 = 410.9576 . t1/t2 = 1.0032 , t1/gt = 4.0966 , t2/gt = 4.1096
id =  427 : gt = 102 , t1 =  57.0414 , t2 = 124.4540 . t1/t2 = 2.1818 , t1/gt = 0.5592 , t2/gt = 1.2201
id =  428 : gt = 102 , t1 = 418.7359 , t2 = 420.0323 . t1/t2 = 1.0031 , t1/gt = 4.1053 , t2/gt = 4.1180
id =  429 : gt = 102 , t1 = 210.0162 , t2 = 211.3126 . t1/t2 = 1.0062 , t1/gt = 2.0590 , t2/gt = 2.0717
id =  430 : gt = 100 , t1 = 206.1270 , t2 = 207.4234 . t1/t2 = 1.0063 , t1/gt = 2.0613 , t2/gt = 2.0742
id =  431 : gt =  98 , t1 = 401.8828 , t2 = 403.1792 . t1/t2 = 1.0032 , t1/gt = 4.1008 , t2/gt = 4.1141
id =  432 : gt = 102 , t1 = 413.5503 , t2 = 414.8467 . t1/t2 = 1.0031 , t1/gt = 4.0544 , t2/gt = 4.0671
id =  433 : gt = 102 , t1 =  57.0414 , t2 = 208.7198 . t1/t2 = 3.6591 , t1/gt = 0.5592 , t2/gt = 2.0463
id =  434 : gt = 102 , t1 = 418.7359 , t2 = 420.0323 . t1/t2 = 1.0031 , t1/gt = 4.1053 , t2/gt = 4.1180
id =  435 : gt = 100 , t1 = 203.5342 , t2 = 204.8306 . t1/t2 = 1.0064 , t1/gt = 2.0353 , t2/gt = 2.0483
id =  436 : gt = 102 , t1 = 417.4395 , t2 = 418.7359 . t1/t2 = 1.0031 , t1/gt = 4.0925 , t2/gt = 4.1053
id =  437 : gt = 100 , t1 = 408.3648 , t2 = 409.6612 . t1/t2 = 1.0032 , t1/gt = 4.0836 , t2/gt = 4.0966
id =  438 : gt = 100 , t1 = 103.7117 , t2 = 410.9576 . t1/t2 = 3.9625 , t1/gt = 1.0371 , t2/gt = 4.1096
id =  439 : gt = 102 , t1 = 210.0162 , t2 = 211.3126 . t1/t2 = 1.0062 , t1/gt = 2.0590 , t2/gt = 2.0717
id =  440 : gt = 102 , t1 = 208.7198 , t2 = 210.0162 . t1/t2 = 1.0062 , t1/gt = 2.0463 , t2/gt = 2.0590
id =  441 : gt =  88 , t1 =  88.1549 , t2 =  90.7477 . t1/t2 = 1.0294 , t1/gt = 1.0018 , t2/gt = 1.0312
id =  442 : gt = 100 , t1 = 410.9576 , t2 = 412.2540 . t1/t2 = 1.0032 , t1/gt = 4.1096 , t2/gt = 4.1225
id =  443 : gt = 100 , t1 = 410.9576 , t2 = 412.2540 . t1/t2 = 1.0032 , t1/gt = 4.1096 , t2/gt = 4.1225
id =  444 : gt = 100 , t1 = 410.9576 , t2 = 412.2540 . t1/t2 = 1.0032 , t1/gt = 4.1096 , t2/gt = 4.1225
id =  445 : gt = 100 , t1 = 410.9576 , t2 = 412.2540 . t1/t2 = 1.0032 , t1/gt = 4.1096 , t2/gt = 4.1225
id =  446 : gt = 100 , t1 = 410.9576 , t2 = 412.2540 . t1/t2 = 1.0032 , t1/gt = 4.1096 , t2/gt = 4.1225
id =  447 : gt = 102 , t1 = 208.7198 , t2 = 210.0162 . t1/t2 = 1.0062 , t1/gt = 2.0463 , t2/gt = 2.0590
id =  448 : gt = 102 , t1 = 418.7359 , t2 = 420.0323 . t1/t2 = 1.0031 , t1/gt = 4.1053 , t2/gt = 4.1180
id =  449 : gt = 102 , t1 = 208.7198 , t2 = 210.0162 . t1/t2 = 1.0062 , t1/gt = 2.0463 , t2/gt = 2.0590
id =  450 : gt =  96 , t1 =  99.8225 , t2 = 395.4008 . t1/t2 = 3.9610 , t1/gt = 1.0398 , t2/gt = 4.1188
id =  451 : gt = 100 , t1 = 207.4234 , t2 = 410.9576 . t1/t2 = 1.9813 , t1/gt = 2.0742 , t2/gt = 4.1096
id =  452 : gt = 102 , t1 = 156.8639 , t2 = 420.0323 . t1/t2 = 2.6777 , t1/gt = 1.5379 , t2/gt = 4.1180
id =  453 : gt = 102 , t1 = 418.7359 , t2 = 420.0323 . t1/t2 = 1.0031 , t1/gt = 4.1053 , t2/gt = 4.1180
id =  454 : gt =  74 , t1 = 300.7639 , t2 = 302.0603 . t1/t2 = 1.0043 , t1/gt = 4.0644 , t2/gt = 4.0819
id =  455 : gt = 224 , t1 = 103.0931 , t2 = 104.3981 . t1/t2 = 1.0127 , t1/gt = 0.4602 , t2/gt = 0.4661
id =  456 : gt = 102 , t1 = 211.4061 , t2 = 421.5072 . t1/t2 = 1.9938 , t1/gt = 2.0726 , t2/gt = 4.1324
id =  457 : gt = 100 , t1 = 104.3981 , t2 = 414.9823 . t1/t2 = 3.9750 , t1/gt = 1.0440 , t2/gt = 4.1498
id =  458 : gt = 102 , t1 = 421.5072 , t2 = 422.8121 . t1/t2 = 1.0031 , t1/gt = 4.1324 , t2/gt = 4.1452
id =  459 : gt = 100 , t1 = 412.3723 , t2 = 413.6773 . t1/t2 = 1.0032 , t1/gt = 4.1237 , t2/gt = 4.1368
id =  460 : gt = 104 , t1 = 211.2839 , t2 = 421.2873 . t1/t2 = 1.9939 , t1/gt = 2.0316 , t2/gt = 4.0508
id =  461 : gt = 104 , t1 = 250.9797 , t2 = 252.2602 . t1/t2 = 1.0051 , t1/gt = 2.4133 , t2/gt = 2.4256
id =  462 : gt = 104 , t1 = 212.5644 , t2 = 421.2873 . t1/t2 = 1.9819 , t1/gt = 2.0439 , t2/gt = 4.0508
id =  463 : gt = 104 , t1 = 108.3130 , t2 = 429.3370 . t1/t2 = 3.9639 , t1/gt = 1.0415 , t2/gt = 4.1282
id =  464 : gt = 102 , t1 = 420.2022 , t2 = 421.5072 . t1/t2 = 1.0031 , t1/gt = 4.1196 , t2/gt = 4.1324
id =  465 : gt = 104 , t1 = 430.7089 , t2 = 432.0180 . t1/t2 = 1.0030 , t1/gt = 4.1414 , t2/gt = 4.1540
id =  466 : gt = 104 , t1 = 430.7089 , t2 = 432.0180 . t1/t2 = 1.0030 , t1/gt = 4.1414 , t2/gt = 4.1540
id =  467 : gt = 104 , t1 = 429.3370 , t2 = 430.6420 . t1/t2 = 1.0030 , t1/gt = 4.1282 , t2/gt = 4.1408
id =  468 : gt = 104 , t1 = 214.6999 , t2 = 216.0090 . t1/t2 = 1.0061 , t1/gt = 2.0644 , t2/gt = 2.0770
id =  469 : gt = 102 , t1 = 215.3210 , t2 = 429.3370 . t1/t2 = 1.9939 , t1/gt = 2.1110 , t2/gt = 4.2092
id =  470 : gt = 104 , t1 = 215.3210 , t2 = 216.6260 . t1/t2 = 1.0061 , t1/gt = 2.0704 , t2/gt = 2.0829
id =  471 : gt = 100 , t1 = 413.6773 , t2 = 414.9823 . t1/t2 = 1.0032 , t1/gt = 4.1368 , t2/gt = 4.1498
id =  472 : gt = 100 , t1 = 103.0931 , t2 = 104.3981 . t1/t2 = 1.0127 , t1/gt = 1.0309 , t2/gt = 1.0440
id =  473 : gt = 100 , t1 = 103.0931 , t2 = 104.3981 . t1/t2 = 1.0127 , t1/gt = 1.0309 , t2/gt = 1.0440
id =  474 : gt = 104 , t1 = 429.3370 , t2 = 430.6420 . t1/t2 = 1.0030 , t1/gt = 4.1282 , t2/gt = 4.1408
id =  475 : gt = 104 , t1 = 429.3370 , t2 = 430.6420 . t1/t2 = 1.0030 , t1/gt = 4.1282 , t2/gt = 4.1408
id =  476 : gt = 104 , t1 = 429.3370 , t2 = 430.6420 . t1/t2 = 1.0030 , t1/gt = 4.1282 , t2/gt = 4.1408
id =  477 : gt = 100 , t1 = 130.4976 , t2 = 413.6773 . t1/t2 = 3.1700 , t1/gt = 1.3050 , t2/gt = 4.1368
id =  478 : gt = 100 , t1 = 412.3723 , t2 = 413.6773 . t1/t2 = 1.0032 , t1/gt = 4.1237 , t2/gt = 4.1368
id =  479 : gt = 100 , t1 = 207.4911 , t2 = 413.6773 . t1/t2 = 1.9937 , t1/gt = 2.0749 , t2/gt = 4.1368
id =  480 : gt = 202 , t1 = 405.9212 , t2 = 407.2017 . t1/t2 = 1.0032 , t1/gt = 2.0095 , t2/gt = 2.0159
id =  481 : gt = 100 , t1 = 103.2685 , t2 = 414.3812 . t1/t2 = 4.0127 , t1/gt = 1.0327 , t2/gt = 4.1438
id =  482 : gt = 100 , t1 =  57.5166 , t2 = 414.3812 . t1/t2 = 7.2045 , t1/gt = 0.5752 , t2/gt = 4.1438
id =  483 : gt = 100 , t1 = 414.3812 , t2 = 415.6884 . t1/t2 = 1.0032 , t1/gt = 4.1438 , t2/gt = 4.1569
id =  484 : gt = 100 , t1 = 103.2685 , t2 = 104.5757 . t1/t2 = 1.0127 , t1/gt = 1.0327 , t2/gt = 1.0458
id =  485 : gt = 100 , t1 = 103.0931 , t2 = 104.3981 . t1/t2 = 1.0127 , t1/gt = 1.0309 , t2/gt = 1.0440
id =  486 : gt = 100 , t1 = 207.4911 , t2 = 413.6773 . t1/t2 = 1.9937 , t1/gt = 2.0749 , t2/gt = 4.1368
id =  487 : gt = 100 , t1 = 105.7030 , t2 = 421.5072 . t1/t2 = 3.9877 , t1/gt = 1.0570 , t2/gt = 4.2151
id =  488 : gt = 100 , t1 = 415.0160 , t2 = 416.3294 . t1/t2 = 1.0032 , t1/gt = 4.1502 , t2/gt = 4.1633
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.7279
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 2.5271
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 3.3165
Tango
id =  142 : gt = 128 , t1 =  57.0414 , t2 = 129.6396 . t1/t2 = 2.2727 , t1/gt = 0.4456 , t2/gt = 1.0128
id =  143 : gt = 128 , t1 =  57.0414 , t2 =  66.1162 . t1/t2 = 1.1591 , t1/gt = 0.4456 , t2/gt = 0.5165
id =  144 : gt = 128 , t1 =  62.2270 , t2 = 130.9360 . t1/t2 = 2.1042 , t1/gt = 0.4861 , t2/gt = 1.0229
id =  145 : gt = 128 , t1 = 130.9360 , t2 = 132.2324 . t1/t2 = 1.0099 , t1/gt = 1.0229 , t2/gt = 1.0331
id =  146 : gt = 128 , t1 = 263.1684 , t2 = 264.4648 . t1/t2 = 1.0049 , t1/gt = 2.0560 , t2/gt = 2.0661
id =  147 : gt = 128 , t1 = 263.1684 , t2 = 267.0576 . t1/t2 = 1.0148 , t1/gt = 2.0560 , t2/gt = 2.0864
id =  148 : gt = 128 , t1 = 264.4648 , t2 = 265.7612 . t1/t2 = 1.0049 , t1/gt = 2.0661 , t2/gt = 2.0763
id =  149 : gt = 128 , t1 =  73.8946 , t2 = 133.5288 . t1/t2 = 1.8070 , t1/gt = 0.5773 , t2/gt = 1.0432
id =  150 : gt = 128 , t1 =  62.2270 , t2 = 130.9360 . t1/t2 = 2.1042 , t1/gt = 0.4861 , t2/gt = 1.0229
id =  151 : gt = 132 , t1 = 134.8252 , t2 = 136.1216 . t1/t2 = 1.0096 , t1/gt = 1.0214 , t2/gt = 1.0312
id =  152 : gt = 128 , t1 =  57.0414 , t2 = 132.2324 . t1/t2 = 2.3182 , t1/gt = 0.4456 , t2/gt = 1.0331
id =  153 : gt = 128 , t1 =  55.7450 , t2 = 269.6504 . t1/t2 = 4.8372 , t1/gt = 0.4355 , t2/gt = 2.1066
id =  154 : gt = 128 , t1 =  64.8198 , t2 = 264.4648 . t1/t2 = 4.0800 , t1/gt = 0.5064 , t2/gt = 2.0661
id =  155 : gt = 128 , t1 = 263.1684 , t2 = 264.4648 . t1/t2 = 1.0049 , t1/gt = 2.0560 , t2/gt = 2.0661
id =  156 : gt = 128 , t1 = 263.1684 , t2 = 264.4648 . t1/t2 = 1.0049 , t1/gt = 2.0560 , t2/gt = 2.0661
id =  157 : gt = 120 , t1 =  57.0414 , t2 = 119.2684 . t1/t2 = 2.0909 , t1/gt = 0.4753 , t2/gt = 0.9939
id =  158 : gt = 128 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.4355 , t2/gt = 0.4456
id =  159 : gt = 128 , t1 = 130.9360 , t2 = 136.1216 . t1/t2 = 1.0396 , t1/gt = 1.0229 , t2/gt = 1.0634
id =  160 : gt = 128 , t1 =  71.3018 , t2 = 136.1216 . t1/t2 = 1.9091 , t1/gt = 0.5570 , t2/gt = 1.0634
id =  161 : gt = 128 , t1 = 265.7612 , t2 = 267.0576 . t1/t2 = 1.0049 , t1/gt = 2.0763 , t2/gt = 2.0864
id =  162 : gt = 128 , t1 = 129.6396 , t2 = 132.2324 . t1/t2 = 1.0200 , t1/gt = 1.0128 , t2/gt = 1.0331
id =  163 : gt = 128 , t1 = 263.1684 , t2 = 264.4648 . t1/t2 = 1.0049 , t1/gt = 2.0560 , t2/gt = 2.0661
id =  164 : gt = 128 , t1 =  57.0414 , t2 = 130.9360 . t1/t2 = 2.2955 , t1/gt = 0.4456 , t2/gt = 1.0229
id =  165 : gt = 128 , t1 =  55.7450 , t2 = 270.9468 . t1/t2 = 4.8605 , t1/gt = 0.4355 , t2/gt = 2.1168
id =  166 : gt = 128 , t1 =  66.1162 , t2 = 101.1189 . t1/t2 = 1.5294 , t1/gt = 0.5165 , t2/gt = 0.7900
id =  167 : gt = 128 , t1 =  59.6342 , t2 = 263.1684 . t1/t2 = 4.4130 , t1/gt = 0.4659 , t2/gt = 2.0560
id =  168 : gt = 128 , t1 =  62.2270 , t2 =  66.1162 . t1/t2 = 1.0625 , t1/gt = 0.4861 , t2/gt = 0.5165
id =  169 : gt = 128 , t1 =  63.5234 , t2 = 129.6396 . t1/t2 = 2.0408 , t1/gt = 0.4963 , t2/gt = 1.0128
id =  170 : gt = 132 , t1 = 103.7117 , t2 = 138.7144 . t1/t2 = 1.3375 , t1/gt = 0.7857 , t2/gt = 1.0509
id =  171 : gt = 132 , t1 = 101.1189 , t2 = 136.1216 . t1/t2 = 1.3462 , t1/gt = 0.7661 , t2/gt = 1.0312
id =  172 : gt = 132 , t1 = 270.9468 , t2 = 272.2432 . t1/t2 = 1.0048 , t1/gt = 2.0526 , t2/gt = 2.0624
id =  173 : gt = 132 , t1 = 134.8252 , t2 = 136.1216 . t1/t2 = 1.0096 , t1/gt = 1.0214 , t2/gt = 1.0312
id =  174 : gt = 128 , t1 =  64.8198 , t2 = 101.1189 . t1/t2 = 1.5600 , t1/gt = 0.5064 , t2/gt = 0.7900
id =  175 : gt = 128 , t1 =  63.5234 , t2 = 259.2792 . t1/t2 = 4.0816 , t1/gt = 0.4963 , t2/gt = 2.0256
id =  176 : gt = 128 , t1 = 128.3432 , t2 = 129.6396 . t1/t2 = 1.0101 , t1/gt = 1.0027 , t2/gt = 1.0128
id =  177 : gt = 124 , t1 =  67.4126 , t2 = 128.3432 . t1/t2 = 1.9038 , t1/gt = 0.5436 , t2/gt = 1.0350
id =  178 : gt = 128 , t1 = 263.1684 , t2 = 264.4648 . t1/t2 = 1.0049 , t1/gt = 2.0560 , t2/gt = 2.0661
id =  179 : gt = 128 , t1 = 132.2324 , t2 = 263.1684 . t1/t2 = 1.9902 , t1/gt = 1.0331 , t2/gt = 2.0560
id =  180 : gt = 128 , t1 =  98.5261 , t2 = 274.8360 . t1/t2 = 2.7895 , t1/gt = 0.7697 , t2/gt = 2.1472
id =  181 : gt = 128 , t1 = 130.9360 , t2 = 132.2324 . t1/t2 = 1.0099 , t1/gt = 1.0229 , t2/gt = 1.0331
id =  182 : gt = 128 , t1 =  66.1162 , t2 =  67.4126 . t1/t2 = 1.0196 , t1/gt = 0.5165 , t2/gt = 0.5267
id =  183 : gt = 128 , t1 = 130.9360 , t2 = 132.2324 . t1/t2 = 1.0099 , t1/gt = 1.0229 , t2/gt = 1.0331
id =  184 : gt = 128 , t1 = 132.2324 , t2 = 263.1684 . t1/t2 = 1.9902 , t1/gt = 1.0331 , t2/gt = 2.0560
id =  185 : gt = 128 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.4355 , t2/gt = 0.4456
id =  186 : gt = 128 , t1 = 129.6396 , t2 = 264.4648 . t1/t2 = 2.0400 , t1/gt = 1.0128 , t2/gt = 2.0661
id =  187 : gt = 128 , t1 = 261.8720 , t2 = 263.1684 . t1/t2 = 1.0050 , t1/gt = 2.0459 , t2/gt = 2.0560
id =  188 : gt = 128 , t1 = 130.9360 , t2 = 132.2324 . t1/t2 = 1.0099 , t1/gt = 1.0229 , t2/gt = 1.0331
id =  189 : gt = 128 , t1 =  66.1162 , t2 =  67.4126 . t1/t2 = 1.0196 , t1/gt = 0.5165 , t2/gt = 0.5267
id =  190 : gt = 128 , t1 = 132.2324 , t2 = 263.1684 . t1/t2 = 1.9902 , t1/gt = 1.0331 , t2/gt = 2.0560
id =  191 : gt = 128 , t1 =  64.8198 , t2 = 265.7612 . t1/t2 = 4.1000 , t1/gt = 0.5064 , t2/gt = 2.0763
id =  192 : gt = 128 , t1 =  57.0414 , t2 =  62.2270 . t1/t2 = 1.0909 , t1/gt = 0.4456 , t2/gt = 0.4861
id =  193 : gt = 128 , t1 = 263.1684 , t2 = 265.7612 . t1/t2 = 1.0099 , t1/gt = 2.0560 , t2/gt = 2.0763
id =  194 : gt = 132 , t1 = 133.5288 , t2 = 134.8252 . t1/t2 = 1.0097 , t1/gt = 1.0116 , t2/gt = 1.0214
id =  195 : gt = 132 , t1 =  75.1910 , t2 = 134.8252 . t1/t2 = 1.7931 , t1/gt = 0.5696 , t2/gt = 1.0214
id =  196 : gt = 128 , t1 =  57.0414 , t2 = 134.8252 . t1/t2 = 2.3636 , t1/gt = 0.4456 , t2/gt = 1.0533
id =  197 : gt = 128 , t1 =  62.2270 , t2 =  68.7090 . t1/t2 = 1.1042 , t1/gt = 0.4861 , t2/gt = 0.5368
id =  198 : gt = 128 , t1 = 131.8026 , t2 = 133.1075 . t1/t2 = 1.0099 , t1/gt = 1.0297 , t2/gt = 1.0399
id =  199 : gt = 128 , t1 =  57.4189 , t2 = 168.3419 . t1/t2 = 2.9318 , t1/gt = 0.4486 , t2/gt = 1.3152
id =  200 : gt = 128 , t1 = 131.8026 , t2 = 134.4125 . t1/t2 = 1.0198 , t1/gt = 1.0297 , t2/gt = 1.0501
id =  201 : gt = 128 , t1 =  58.7239 , t2 = 268.8250 . t1/t2 = 4.5778 , t1/gt = 0.4588 , t2/gt = 2.1002
id =  202 : gt = 132 , t1 = 272.3023 , t2 = 274.9205 . t1/t2 = 1.0096 , t1/gt = 2.0629 , t2/gt = 2.0827
id =  203 : gt = 128 , t1 =  57.4189 , t2 =  58.7239 . t1/t2 = 1.0227 , t1/gt = 0.4486 , t2/gt = 0.4588
id =  204 : gt = 132 , t1 = 276.6549 , t2 = 277.9598 . t1/t2 = 1.0047 , t1/gt = 2.0959 , t2/gt = 2.1058
id =  205 : gt = 128 , t1 = 271.4350 , t2 = 272.7399 . t1/t2 = 1.0048 , t1/gt = 2.1206 , t2/gt = 2.1308
id =  206 : gt = 128 , t1 = 134.4125 , t2 = 135.7175 . t1/t2 = 1.0097 , t1/gt = 1.0501 , t2/gt = 1.0603
id =  207 : gt = 132 , t1 = 134.8420 , t2 = 136.1511 . t1/t2 = 1.0097 , t1/gt = 1.0215 , t2/gt = 1.0314
id =  208 : gt = 128 , t1 = 271.4350 , t2 = 275.3499 . t1/t2 = 1.0144 , t1/gt = 2.1206 , t2/gt = 2.1512
id =  209 : gt = 128 , t1 =  72.0030 , t2 = 133.5328 . t1/t2 = 1.8545 , t1/gt = 0.5625 , t2/gt = 1.0432
id =  210 : gt = 112 , t1 =  55.5858 , t2 =  56.8492 . t1/t2 = 1.0227 , t1/gt = 0.4963 , t2/gt = 0.5076
id =  211 : gt = 116 , t1 = 116.2250 , t2 = 117.4883 . t1/t2 = 1.0109 , t1/gt = 1.0019 , t2/gt = 1.0128
id =  212 : gt = 116 , t1 = 114.9616 , t2 = 116.2250 . t1/t2 = 1.0110 , t1/gt = 0.9910 , t2/gt = 1.0019
id =  213 : gt = 116 , t1 = 123.8048 , t2 = 237.5032 . t1/t2 = 1.9184 , t1/gt = 1.0673 , t2/gt = 2.0474
id =  214 : gt = 116 , t1 =  55.5858 , t2 =  56.8492 . t1/t2 = 1.0227 , t1/gt = 0.4792 , t2/gt = 0.4901
id =  215 : gt = 120 , t1 = 118.7516 , t2 = 121.2782 . t1/t2 = 1.0213 , t1/gt = 0.9896 , t2/gt = 1.0107
id =  216 : gt = 120 , t1 = 117.4883 , t2 = 125.0682 . t1/t2 = 1.0645 , t1/gt = 0.9791 , t2/gt = 1.0422
id =  217 : gt = 120 , t1 =  56.8492 , t2 =  63.1657 . t1/t2 = 1.1111 , t1/gt = 0.4737 , t2/gt = 0.5264
id =  218 : gt = 120 , t1 =  64.4291 , t2 = 125.0682 . t1/t2 = 1.9412 , t1/gt = 0.5369 , t2/gt = 1.0422
id =  219 : gt = 120 , t1 =  56.8492 , t2 =  59.3758 . t1/t2 = 1.0444 , t1/gt = 0.4737 , t2/gt = 0.4948
id =  220 : gt = 124 , t1 =  55.5858 , t2 = 121.2782 . t1/t2 = 2.1818 , t1/gt = 0.4483 , t2/gt = 0.9781
id =  221 : gt = 124 , t1 = 243.8198 , t2 = 245.0831 . t1/t2 = 1.0052 , t1/gt = 1.9663 , t2/gt = 1.9765
id =  222 : gt = 128 , t1 = 245.0831 , t2 = 246.3464 . t1/t2 = 1.0052 , t1/gt = 1.9147 , t2/gt = 1.9246
id =  223 : gt = 128 , t1 =  60.6391 , t2 = 128.8581 . t1/t2 = 2.1250 , t1/gt = 0.4737 , t2/gt = 1.0067
id =  224 : gt = 132 , t1 = 264.0328 , t2 = 265.2961 . t1/t2 = 1.0048 , t1/gt = 2.0002 , t2/gt = 2.0098
id =  225 : gt = 128 , t1 =  99.3469 , t2 = 266.6680 . t1/t2 = 2.6842 , t1/gt = 0.7761 , t2/gt = 2.0833
id =  226 : gt = 128 , t1 =  68.2904 , t2 =  99.8090 . t1/t2 = 1.4615 , t1/gt = 0.5335 , t2/gt = 0.7798
id =  227 : gt = 128 , t1 =  67.9742 , t2 = 133.3340 . t1/t2 = 1.9615 , t1/gt = 0.5310 , t2/gt = 1.0417
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.6480
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.9703
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 1.3311
Viennese Waltz
id =  338 : gt = 174 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.3278 , t2/gt = 0.3353
id =  339 : gt = 174 , t1 =  57.0414 , t2 = 177.6063 . t1/t2 = 3.1136 , t1/gt = 0.3278 , t2/gt = 1.0207
id =  340 : gt = 174 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.3204 , t2/gt = 0.3278
id =  341 : gt = 174 , t1 = 178.9027 , t2 = 180.1991 . t1/t2 = 1.0072 , t1/gt = 1.0282 , t2/gt = 1.0356
id =  342 : gt = 180 , t1 =  58.3378 , t2 = 184.0882 . t1/t2 = 3.1556 , t1/gt = 0.3241 , t2/gt = 1.0227
id =  343 : gt = 180 , t1 =  58.3378 , t2 = 185.3846 . t1/t2 = 3.1778 , t1/gt = 0.3241 , t2/gt = 1.0299
id =  344 : gt = 180 , t1 = 184.0882 , t2 = 185.3846 . t1/t2 = 1.0070 , t1/gt = 1.0227 , t2/gt = 1.0299
id =  345 : gt = 180 , t1 = 184.0882 , t2 = 185.3846 . t1/t2 = 1.0070 , t1/gt = 1.0227 , t2/gt = 1.0299
id =  346 : gt = 180 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.3169 , t2/gt = 0.3313
id =  347 : gt = 180 , t1 =  57.0414 , t2 =  66.1162 . t1/t2 = 1.1591 , t1/gt = 0.3169 , t2/gt = 0.3673
id =  348 : gt = 180 , t1 =  57.0414 , t2 = 185.3846 . t1/t2 = 3.2500 , t1/gt = 0.3169 , t2/gt = 1.0299
id =  349 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.3223 , t2/gt = 0.3369
id =  350 : gt = 180 , t1 =  57.0414 , t2 = 182.7918 . t1/t2 = 3.2045 , t1/gt = 0.3169 , t2/gt = 1.0155
id =  351 : gt = 180 , t1 =  62.2270 , t2 = 185.3846 . t1/t2 = 2.9792 , t1/gt = 0.3457 , t2/gt = 1.0299
id =  352 : gt = 180 , t1 =  58.3378 , t2 =  62.2270 . t1/t2 = 1.0667 , t1/gt = 0.3241 , t2/gt = 0.3457
id =  353 : gt = 180 , t1 = 184.0882 , t2 = 186.6810 . t1/t2 = 1.0141 , t1/gt = 1.0227 , t2/gt = 1.0371
id =  354 : gt = 180 , t1 = 184.0882 , t2 = 186.6810 . t1/t2 = 1.0141 , t1/gt = 1.0227 , t2/gt = 1.0371
id =  355 : gt = 180 , t1 = 187.9774 , t2 = 189.2738 . t1/t2 = 1.0069 , t1/gt = 1.0443 , t2/gt = 1.0515
id =  356 : gt = 180 , t1 =  57.0414 , t2 = 186.6810 . t1/t2 = 3.2727 , t1/gt = 0.3169 , t2/gt = 1.0371
id =  357 : gt = 180 , t1 = 123.1576 , t2 = 124.4540 . t1/t2 = 1.0105 , t1/gt = 0.6842 , t2/gt = 0.6914
id =  358 : gt = 180 , t1 =  57.0414 , t2 = 186.6810 . t1/t2 = 3.2727 , t1/gt = 0.3169 , t2/gt = 1.0371
id =  359 : gt = 180 , t1 =  55.7450 , t2 =  58.3378 . t1/t2 = 1.0465 , t1/gt = 0.3097 , t2/gt = 0.3241
id =  360 : gt = 180 , t1 = 180.1991 , t2 = 181.4955 . t1/t2 = 1.0072 , t1/gt = 1.0011 , t2/gt = 1.0083
