/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q5.py



tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 = 246.0938 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9846 , t2/gt = 3.9693
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 4.0716
Tango
id = 142 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 143 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 144 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 145 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 146 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 147 , gt =128 , t1 = 352.3615 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.7528 , t2/gt = 3.0281
id = 148 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 149 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 150 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 151 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 152 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 153 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 154 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 155 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 156 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 157 , gt =120 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.9363 , t2/gt = 3.0762
id = 158 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 159 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 160 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 161 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 162 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 163 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 164 , gt =128 , t1 = 250.0630 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5500 , t1/gt = 1.9536 , t2/gt = 3.0281
id = 165 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 166 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 167 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 168 , gt =128 , t1 = 387.5977 , t2 =430.6641 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1111 , t1/gt = 3.0281 , t2/gt = 3.3646
id = 169 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 170 , gt =132 , t1 = 267.3087 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 2.0251 , t2/gt = 3.0909
id = 171 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 172 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 173 , gt =132 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.7965 , t2/gt = 2.9363
id = 174 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 175 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 176 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 177 , gt =124 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.9769 , t2/gt = 3.1258
id = 178 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 179 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 180 , gt =128 , t1 = 369.1406 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 2.8839 , t2/gt = 3.1875
id = 181 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 182 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 183 , gt =128 , t1 = 267.3087 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 2.0883 , t2/gt = 3.0281
id = 184 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 185 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 186 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 187 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 188 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 189 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 190 , gt =128 , t1 = 276.8555 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 2.1629 , t2/gt = 3.0281
id = 191 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 192 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 193 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 194 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 195 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 196 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 197 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 198 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 199 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 200 , gt =128 , t1 = 193.7988 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.5141 , t2/gt = 3.0281
id = 201 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 202 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 203 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 204 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 205 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 206 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 207 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 208 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 209 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 210 , gt =112 , t1 = 322.9980 , t2 =337.0414 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0435 , t1/gt = 2.8839 , t2/gt = 3.0093
id = 211 , gt =116 , t1 = 337.0414 , t2 =352.3615 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 2.9055 , t2/gt = 3.0376
id = 212 , gt =116 , t1 = 337.0414 , t2 =352.3615 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 2.9055 , t2/gt = 3.0376
id = 213 , gt =116 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 3.0376 , t2/gt = 3.1822
id = 214 , gt =116 , t1 = 352.3615 , t2 =455.9972 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2941 , t1/gt = 3.0376 , t2/gt = 3.9310
id = 215 , gt =120 , t1 = 337.0414 , t2 =352.3615 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 2.8087 , t2/gt = 2.9363
id = 216 , gt =120 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.9363 , t2/gt = 3.0762
id = 217 , gt =120 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.9363 , t2/gt = 3.0762
id = 218 , gt =120 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 3.0762 , t2/gt = 3.2300
id = 219 , gt =120 , t1 = 250.0630 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 2.0839 , t2/gt = 3.0762
id = 220 , gt =124 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.8416 , t2/gt = 2.9769
id = 221 , gt =124 , t1 = 369.1406 , t2 =738.2812 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 2.9769 , t2/gt = 5.9539
id = 222 , gt =128 , t1 = 337.0414 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0952 , t1/gt = 2.6331 , t2/gt = 2.8839
id = 223 , gt =128 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.8839 , t2/gt = 3.0281
id = 224 , gt =132 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 2.9363 , t2/gt = 3.0909
id = 225 , gt =128 , t1 = 258.3984 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.0187 , t2/gt = 3.0281
id = 226 , gt =128 , t1 = 387.5977 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 3.0281 , t2/gt = 3.1875
id = 227 , gt =128 , t1 = 267.3087 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 2.0883 , t2/gt = 3.0281
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Tango : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.1545
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 2.7562
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 3.1166
Viennese Waltz
id = 338 , gt =174 , t1 = 352.3615 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 2.0251 , t2/gt = 2.2276
id = 339 , gt =174 , t1 = 484.4971 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 2.7845 , t2/gt = 2.9701
id = 340 , gt =174 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 2.0251 , t2/gt = 2.1215
id = 341 , gt =174 , t1 = 484.4971 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 2.7845 , t2/gt = 2.9701
id = 342 , gt =180 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.9576 , t2/gt = 2.0508
id = 343 , gt =180 , t1 = 267.3087 , t2 =276.8555 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 344 , gt =180 , t1 = 276.8555 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 1.5381 , t2/gt = 2.8711
id = 345 , gt =180 , t1 = 276.8555 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 1.5381 , t2/gt = 2.8711
id = 346 , gt =180 , t1 = 267.3087 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 1.4850 , t2/gt = 2.8711
id = 347 , gt =180 , t1 = 369.1406 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 2.0508 , t2/gt = 2.8711
id = 348 , gt =180 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.9576 , t2/gt = 2.0508
id = 349 , gt =177 , t1 = 369.1406 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 2.0855 , t2/gt = 2.9198
id = 350 , gt =180 , t1 = 484.4971 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 2.6917 , t2/gt = 2.8711
id = 351 , gt =180 , t1 = 267.3087 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 1.4850 , t2/gt = 2.8711
id = 352 , gt =180 , t1 = 267.3087 , t2 =276.8555 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 353 , gt =180 , t1 = 267.3087 , t2 =276.8555 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 354 , gt =180 , t1 = 267.3087 , t2 =276.8555 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 355 , gt =180 , t1 = 276.8555 , t2 =553.7109 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.5381 , t2/gt = 3.0762
id = 356 , gt =180 , t1 = 276.8555 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 1.5381 , t2/gt = 2.8711
id = 357 , gt =180 , t1 = 267.3087 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 1.4850 , t2/gt = 2.0508
id = 358 , gt =180 , t1 = 276.8555 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 1.5381 , t2/gt = 2.0508
id = 359 , gt =180 , t1 = 352.3615 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1579 , t1/gt = 1.9576 , t2/gt = 2.2667
id = 360 , gt =180 , t1 = 267.3087 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 1.4850 , t2/gt = 2.8711
id = 361 , gt =180 , t1 = 267.3087 , t2 =276.8555 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 362 , gt =180 , t1 = 484.4971 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 2.6917 , t2/gt = 2.8711
id = 363 , gt =180 , t1 = 276.8555 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 1.5381 , t2/gt = 2.8711
id = 364 , gt =177 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.0855 , t2/gt = 2.1898
id = 365 , gt =180 , t1 = 298.1520 , t2 =455.9972 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5294 , t1/gt = 1.6564 , t2/gt = 2.5333
id = 366 , gt =180 , t1 = 352.3615 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 1.9576 , t2/gt = 2.1533
id = 367 , gt =180 , t1 = 267.3087 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 1.4850 , t2/gt = 2.0508
id = 368 , gt =180 , t1 = 369.1406 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 2.0508 , t2/gt = 2.1533
id = 369 , gt =180 , t1 = 267.3087 , t2 =484.4971 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8125 , t1/gt = 1.4850 , t2/gt = 2.6917
id = 370 , gt =180 , t1 = 276.8555 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 1.5381 , t2/gt = 2.8711
id = 371 , gt =180 , t1 = 267.3087 , t2 =276.8555 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 372 , gt =180 , t1 = 267.3087 , t2 =455.9972 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7059 , t1/gt = 1.4850 , t2/gt = 2.5333
id = 373 , gt =174 , t1 = 407.9975 , t2 =455.9972 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1176 , t1/gt = 2.3448 , t2/gt = 2.6207
id = 374 , gt =177 , t1 = 267.3087 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 1.5102 , t2/gt = 2.0855
id = 375 , gt =177 , t1 = 352.3615 , t2 =407.9975 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1579 , t1/gt = 1.9907 , t2/gt = 2.3051
id = 376 , gt =177 , t1 = 407.9975 , t2 =430.6641 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 2.3051 , t2/gt = 2.4331
id = 377 , gt =177 , t1 = 352.3615 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.9907 , t2/gt = 2.9198
id = 378 , gt =177 , t1 = 352.3615 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.9907 , t2/gt = 2.0855
id = 379 , gt =177 , t1 = 267.3087 , t2 =352.3615 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 1.5102 , t2/gt = 1.9907
id = 380 , gt =177 , t1 = 267.3087 , t2 =387.5977 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 1.5102 , t2/gt = 2.1898
id = 381 , gt =174 , t1 = 484.4971 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 2.7845 , t2/gt = 2.9701
id = 382 , gt =177 , t1 = 267.3087 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 1.5102 , t2/gt = 2.9198
id = 383 , gt =177 , t1 = 267.3087 , t2 =352.3615 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 1.5102 , t2/gt = 1.9907
id = 384 , gt =177 , t1 = 352.3615 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.9907 , t2/gt = 2.9198
id = 385 , gt =177 , t1 = 352.3615 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.9907 , t2/gt = 2.9198
id = 386 , gt =177 , t1 = 267.3087 , t2 =352.3615 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 1.5102 , t2/gt = 1.9907
id = 387 , gt =174 , t1 = 352.3615 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 2.0251 , t2/gt = 2.9701
id = 388 , gt =177 , t1 = 276.8555 , t2 =484.4971 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7500 , t1/gt = 1.5642 , t2/gt = 2.7373
id = 389 , gt =174 , t1 = 352.3615 , t2 =484.4971 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 2.0251 , t2/gt = 2.7845
id = 390 , gt =177 , t1 = 267.3087 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 1.5102 , t2/gt = 2.9198
id = 391 , gt =177 , t1 = 369.1406 , t2 =484.4971 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 2.0855 , t2/gt = 2.7373
id = 392 , gt =180 , t1 = 276.8555 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 1.5381 , t2/gt = 2.8711
id = 393 , gt =180 , t1 = 267.3087 , t2 =276.8555 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 1.4850 , t2/gt = 1.5381
id = 394 , gt =180 , t1 = 276.8555 , t2 =430.6641 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5556 , t1/gt = 1.5381 , t2/gt = 2.3926
id = 395 , gt =180 , t1 = 298.1520 , t2 =352.3615 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1818 , t1/gt = 1.6564 , t2/gt = 1.9576
id = 396 , gt =174 , t1 = 352.3615 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 2.0251 , t2/gt = 2.9701
