/Users/LEE/anaconda3/python.app/Contents/MacOS/python /Users/LEE/PycharmProjects/mir-hw2/q4.py
Cha Cha
id = 489 , gt =124 , t1 = 123.0469 , t2 =246.0938 . P-score = 0.0523 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9923 , t2/gt = 1.9846
id = 635 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0746 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 636 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0813 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 637 , gt =104 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.0390 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.9938 , t2/gt = 1.9112
id = 638 , gt =104 , t1 = 103.3594 , t2 =112.3471 . P-score = 0.4858 , ALOTC = 1 . t1/t2 = 1.0870 , t1/gt = 0.9938 , t2/gt = 1.0803
id = 639 , gt =104 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.0357 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 0.9938 , t2/gt = 1.9112
id = 640 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0565 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 641 , gt =104 , t1 = 103.3594 , t2 =129.1992 . P-score = 0.0789 , ALOTC = 1 . t1/t2 = 1.2500 , t1/gt = 0.9938 , t2/gt = 1.2423
id = 642 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.0699 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 643 , gt = 96 , t1 =  95.7031 , t2 =191.4062 . P-score = 0.0540 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9969 , t2/gt = 1.9938
id = 644 , gt = 96 , t1 =  95.7031 , t2 =107.6660 . P-score = 0.5159 , ALOTC = 1 . t1/t2 = 1.1250 , t1/gt = 0.9969 , t2/gt = 1.1215
id = 645 , gt =100 , t1 =  95.7031 , t2 = 99.3840 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0385 , t1/gt = 0.9570 , t2/gt = 0.9938
id = 646 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 647 , gt =100 , t1 =  95.7031 , t2 = 99.3840 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0385 , t1/gt = 0.9570 , t2/gt = 0.9938
id = 648 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0401 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 649 , gt =100 , t1 =  66.2560 , t2 = 99.3840 . P-score = 0.5467 , ALOTC = 1 . t1/t2 = 1.5000 , t1/gt = 0.6626 , t2/gt = 0.9938
id = 650 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0545 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 651 , gt =115 , t1 = 112.3471 , t2 =198.7680 . P-score = 0.0696 , ALOTC = 1 . t1/t2 = 1.7692 , t1/gt = 0.9769 , t2/gt = 1.7284
id = 652 , gt =135 , t1 =  89.1029 , t2 =129.1992 . P-score = 0.9659 , ALOTC = 1 . t1/t2 = 1.4500 , t1/gt = 0.6600 , t2/gt = 0.9570
id = 653 , gt =122 , t1 = 117.4538 , t2 =123.0469 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0476 , t1/gt = 0.9627 , t2/gt = 1.0086
id = 654 , gt =120 , t1 = 129.1992 , t2 =135.9992 . P-score = 0.5305 , ALOTC = 1 . t1/t2 = 1.0526 , t1/gt = 1.0767 , t2/gt = 1.1333
id = 655 , gt =115 , t1 = 107.6660 , t2 =112.3471 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0435 , t1/gt = 0.9362 , t2/gt = 0.9769
id = 656 , gt =141 , t1 = 135.9992 , t2 =143.5547 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0556 , t1/gt = 0.9645 , t2/gt = 1.0181
id = 657 , gt =130 , t1 =  64.5996 , t2 =129.1992 . P-score = 0.9680 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4969 , t2/gt = 0.9938
id = 658 , gt =100 , t1 =  99.3840 , t2 =184.5703 . P-score = 0.0363 , ALOTC = 1 . t1/t2 = 1.8571 , t1/gt = 0.9938 , t2/gt = 1.8457
id = 659 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0594 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 660 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0247 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 661 , gt =104 , t1 = 103.3594 , t2 =161.4990 . P-score = 0.0328 , ALOTC = 1 . t1/t2 = 1.5625 , t1/gt = 0.9938 , t2/gt = 1.5529
id = 662 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0952 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 663 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 664 , gt =104 , t1 = 103.3594 , t2 =151.9991 . P-score = 0.0226 , ALOTC = 1 . t1/t2 = 1.4706 , t1/gt = 0.9938 , t2/gt = 1.4615
id = 665 , gt = 76 , t1 = 151.9991 , t2 =161.4990 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0625 , t1/gt = 2.0000 , t2/gt = 2.1250
id = 666 , gt = 80 , t1 = 151.9991 , t2 =161.4990 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0625 , t1/gt = 1.9000 , t2/gt = 2.0187
id = 667 , gt = 96 , t1 =  92.2852 , t2 = 95.7031 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0370 , t1/gt = 0.9613 , t2/gt = 0.9969
id = 668 , gt =100 , t1 =  95.7031 , t2 =135.9992 . P-score = 0.0258 , ALOTC = 1 . t1/t2 = 1.4211 , t1/gt = 0.9570 , t2/gt = 1.3600
id = 669 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0393 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 670 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0212 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 671 , gt = 76 , t1 = 143.5547 , t2 =151.9991 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 1.8889 , t2/gt = 2.0000
id = 672 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 673 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 674 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 675 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0229 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 676 , gt = 76 , t1 = 143.5547 , t2 =151.9991 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 1.8889 , t2/gt = 2.0000
id = 677 , gt = 92 , t1 =  92.2852 , t2 =184.5703 . P-score = 0.0746 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0031 , t2/gt = 2.0062
id = 678 , gt = 88 , t1 = 117.4538 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.3347 , t2/gt = 1.3983
id = 679 , gt = 92 , t1 = 117.4538 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.2767 , t2/gt = 1.3375
id = 680 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 681 , gt =100 , t1 =  99.3840 , t2 =123.0469 . P-score = 0.5291 , ALOTC = 1 . t1/t2 = 1.2381 , t1/gt = 0.9938 , t2/gt = 1.2305
id = 682 , gt = 96 , t1 =  95.7031 , t2 = 99.3840 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0385 , t1/gt = 0.9969 , t2/gt = 1.0353
id = 683 , gt =100 , t1 =  99.3840 , t2 =151.9991 . P-score = 0.0560 , ALOTC = 1 . t1/t2 = 1.5294 , t1/gt = 0.9938 , t2/gt = 1.5200
id = 684 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0817 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 685 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 686 , gt = 96 , t1 =  95.7031 , t2 =117.4538 . P-score = 0.5078 , ALOTC = 1 . t1/t2 = 1.2273 , t1/gt = 0.9969 , t2/gt = 1.2235
id = 687 , gt =100 , t1 =  99.3840 , t2 =117.4538 . P-score = 0.5263 , ALOTC = 1 . t1/t2 = 1.1818 , t1/gt = 0.9938 , t2/gt = 1.1745
id = 688 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 689 , gt = 96 , t1 =  92.2852 , t2 = 95.7031 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0370 , t1/gt = 0.9613 , t2/gt = 0.9969
id = 690 , gt = 92 , t1 =  92.2852 , t2 = 95.7031 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0370 , t1/gt = 1.0031 , t2/gt = 1.0403
id = 691 , gt = 92 , t1 =  92.2852 , t2 =184.5703 . P-score = 0.0596 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 1.0031 , t2/gt = 2.0062
id = 692 , gt = 92 , t1 =  92.2852 , t2 =123.0469 . P-score = 0.4766 , ALOTC = 1 . t1/t2 = 1.3333 , t1/gt = 1.0031 , t2/gt = 1.3375
id = 693 , gt =100 , t1 =  99.3840 , t2 =129.1992 . P-score = 0.5699 , ALOTC = 1 . t1/t2 = 1.3000 , t1/gt = 0.9938 , t2/gt = 1.2920
id = 694 , gt =100 , t1 =  99.3840 , t2 =151.9991 . P-score = 0.0508 , ALOTC = 1 . t1/t2 = 1.5294 , t1/gt = 0.9938 , t2/gt = 1.5200
id = 695 , gt = 76 , t1 = 129.1992 , t2 =151.9991 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1765 , t1/gt = 1.7000 , t2/gt = 2.0000
id = 696 , gt = 76 , t1 = 117.4538 , t2 =151.9991 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2941 , t1/gt = 1.5454 , t2/gt = 2.0000
id = 697 , gt = 92 , t1 = 117.4538 , t2 =161.4990 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 1.2767 , t2/gt = 1.7554
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Rumba : avg.P-score = 0.3679 , avg.ALOTC = 0.8673
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.4911
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 1.0397
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 1.5225
Samba
id = 403 , gt =100 , t1 = 129.1992 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 1.2920 , t2/gt = 1.3600
id = 404 , gt =100 , t1 = 129.1992 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 1.2920 , t2/gt = 1.3600
id = 405 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0241 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 406 , gt =100 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9938 , t2/gt = 1.0336
id = 407 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0518 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 408 , gt = 92 , t1 = 117.4538 , t2 =123.0469 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 1.2767 , t2/gt = 1.3375
id = 409 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0448 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 410 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0218 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 411 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0574 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 412 , gt = 88 , t1 =  89.1029 , t2 =117.4538 . P-score = 0.5095 , ALOTC = 1 . t1/t2 = 1.3182 , t1/gt = 1.0125 , t2/gt = 1.3347
id = 413 , gt =104 , t1 =  80.7495 , t2 =103.3594 . P-score = 0.5265 , ALOTC = 1 . t1/t2 = 1.2800 , t1/gt = 0.7764 , t2/gt = 0.9938
id = 414 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0237 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 415 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0344 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 416 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0500 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 417 , gt = 68 , t1 =  92.2852 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4737 , t1/gt = 1.3571 , t2/gt = 2.0000
id = 418 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0269 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 419 , gt =102 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9744 , t2/gt = 1.0133
id = 420 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0670 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 421 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0468 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 422 , gt = 96 , t1 =  95.7031 , t2 =129.1992 . P-score = 0.4909 , ALOTC = 1 . t1/t2 = 1.3500 , t1/gt = 0.9969 , t2/gt = 1.3458
id = 423 , gt =102 , t1 = 103.3594 , t2 =112.3471 . P-score = 0.5035 , ALOTC = 1 . t1/t2 = 1.0870 , t1/gt = 1.0133 , t2/gt = 1.1014
id = 424 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0374 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 425 , gt =102 , t1 = 103.3594 , t2 =198.7680 . P-score = 0.0325 , ALOTC = 1 . t1/t2 = 1.9231 , t1/gt = 1.0133 , t2/gt = 1.9487
id = 426 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0323 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 427 , gt =102 , t1 = 112.3471 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2105 , t1/gt = 1.1014 , t2/gt = 1.3333
id = 428 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0118 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 429 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0562 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 430 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0483 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 431 , gt = 98 , t1 =  99.3840 , t2 =129.1992 . P-score = 0.5051 , ALOTC = 1 . t1/t2 = 1.3000 , t1/gt = 1.0141 , t2/gt = 1.3184
id = 432 , gt =102 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0620 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9744 , t2/gt = 1.3333
id = 433 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0114 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 434 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0448 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 435 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0494 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 436 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0273 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 437 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.0459 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 438 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0384 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 439 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0240 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 440 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0504 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 441 , gt = 88 , t1 = 117.4538 , t2 =172.2656 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 1.3347 , t2/gt = 1.9576
id = 442 , gt =100 , t1 =  99.3840 , t2 =129.1992 . P-score = 0.5944 , ALOTC = 1 . t1/t2 = 1.3000 , t1/gt = 0.9938 , t2/gt = 1.2920
id = 443 , gt =100 , t1 =  99.3840 , t2 =198.7680 . P-score = 0.1237 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 444 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0373 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 445 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0378 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 446 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0529 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 447 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0276 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 448 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0286 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 449 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0516 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 450 , gt = 96 , t1 =  95.7031 , t2 =129.1992 . P-score = 0.4682 , ALOTC = 1 . t1/t2 = 1.3500 , t1/gt = 0.9969 , t2/gt = 1.3458
id = 451 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0868 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 452 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0303 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 453 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0590 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 454 , gt = 74 , t1 = 143.5547 , t2 =151.9991 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 1.9399 , t2/gt = 2.0540
id = 455 , gt =224 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.4437 , t2/gt = 0.6071
id = 456 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0221 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 457 , gt =100 , t1 =  99.3840 , t2 =129.1992 . P-score = 0.0223 , ALOTC = 1 . t1/t2 = 1.3000 , t1/gt = 0.9938 , t2/gt = 1.2920
id = 458 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0323 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 459 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0911 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 460 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0323 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 461 , gt =104 , t1 =  99.3840 , t2 =123.0469 . P-score = 0.5096 , ALOTC = 1 . t1/t2 = 1.2381 , t1/gt = 0.9556 , t2/gt = 1.1831
id = 462 , gt =104 , t1 = 103.3594 , t2 =206.7188 . P-score = 0.1678 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.9938 , t2/gt = 1.9877
id = 463 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0256 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 464 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0885 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 465 , gt =104 , t1 = 103.3594 , t2 =107.6660 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0417 , t1/gt = 0.9938 , t2/gt = 1.0353
id = 466 , gt =104 , t1 =  99.3840 , t2 =103.3594 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0400 , t1/gt = 0.9556 , t2/gt = 0.9938
id = 467 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0373 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 468 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0280 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 469 , gt =102 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0354 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 1.0133 , t2/gt = 1.3333
id = 470 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0332 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 471 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0826 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 472 , gt =100 , t1 =  99.3840 , t2 =129.1992 . P-score = 0.0934 , ALOTC = 1 . t1/t2 = 1.3000 , t1/gt = 0.9938 , t2/gt = 1.2920
id = 473 , gt =100 , t1 =  92.2852 , t2 = 99.3840 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0769 , t1/gt = 0.9229 , t2/gt = 0.9938
id = 474 , gt =104 , t1 =  58.7269 , t2 =103.3594 . P-score = 0.4328 , ALOTC = 1 . t1/t2 = 1.7600 , t1/gt = 0.5647 , t2/gt = 0.9938
id = 475 , gt =104 , t1 = 103.3594 , t2 =135.9992 . P-score = 0.0482 , ALOTC = 1 . t1/t2 = 1.3158 , t1/gt = 0.9938 , t2/gt = 1.3077
id = 476 , gt =104 , t1 = 103.3594 , t2 =143.5547 . P-score = 0.0381 , ALOTC = 1 . t1/t2 = 1.3889 , t1/gt = 0.9938 , t2/gt = 1.3803
id = 477 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0365 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 478 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0892 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 479 , gt =100 , t1 =  95.7031 , t2 = 99.3840 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0385 , t1/gt = 0.9570 , t2/gt = 0.9938
id = 480 , gt =202 , t1 = 129.1992 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.6396 , t2/gt = 0.6733
id = 481 , gt =100 , t1 =  99.3840 , t2 =129.1992 . P-score = 0.0351 , ALOTC = 1 . t1/t2 = 1.3000 , t1/gt = 0.9938 , t2/gt = 1.2920
id = 482 , gt =100 , t1 = 129.1992 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 1.2920 , t2/gt = 1.3600
id = 483 , gt =100 , t1 =  99.3840 , t2 =135.9992 . P-score = 0.0457 , ALOTC = 1 . t1/t2 = 1.3684 , t1/gt = 0.9938 , t2/gt = 1.3600
id = 484 , gt =100 , t1 = 129.1992 , t2 =135.9992 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 1.2920 , t2/gt = 1.3600
