tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 =  61.5234 , t2 =123.0469 . P-score = 0.3539 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4962 , t2/gt = 0.9923
id = 466 , gt =104 , t1 =  33.1280 , t2 = 34.4531 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.3185 , t2/gt = 0.3313
id = 467 , gt =104 , t1 =  34.4531 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.3313 , t2/gt = 0.4359
id = 468 , gt =104 , t1 =  34.4531 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.3313 , t2/gt = 0.4359
id = 469 , gt =102 , t1 =  34.4531 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.3378 , t2/gt = 0.4444
id = 470 , gt =104 , t1 =  34.4531 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.3313 , t2/gt = 0.4359
id = 471 , gt =100 , t1 =  33.1280 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.3313 , t2/gt = 0.4533
id = 472 , gt =100 , t1 =  33.1280 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.3313 , t2/gt = 0.4307
id = 473 , gt =100 , t1 =  30.7617 , t2 = 33.1280 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0769 , t1/gt = 0.3076 , t2/gt = 0.3313
id = 474 , gt =104 , t1 =  19.5756 , t2 = 34.4531 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7600 , t1/gt = 0.1882 , t2/gt = 0.3313
id = 475 , gt =104 , t1 =  34.4531 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.3313 , t2/gt = 0.4359
id = 476 , gt =104 , t1 =  34.4531 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3889 , t1/gt = 0.3313 , t2/gt = 0.4601
id = 477 , gt =100 , t1 =  33.1280 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.3313 , t2/gt = 0.4533
id = 478 , gt =100 , t1 =  33.1280 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.3313 , t2/gt = 0.4533
id = 479 , gt =100 , t1 =  31.9010 , t2 = 33.1280 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 0.3190 , t2/gt = 0.3313
id = 480 , gt =202 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2132 , t2/gt = 0.2244
id = 481 , gt =100 , t1 =  33.1280 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.3313 , t2/gt = 0.4307
id = 482 , gt =100 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.4307 , t2/gt = 0.4533
id = 483 , gt =100 , t1 =  33.1280 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.3313 , t2/gt = 0.4533
id = 484 , gt =100 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.4307 , t2/gt = 0.4533
id = 485 , gt =100 , t1 =  33.1280 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.3313 , t2/gt = 0.4307
id = 486 , gt =100 , t1 =  33.1280 , t2 = 66.2560 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3313 , t2/gt = 0.6626
id = 487 , gt =100 , t1 =  33.1280 , t2 = 34.4531 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.3313 , t2/gt = 0.3445
id = 488 , gt =100 , t1 =  33.1280 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.3313 , t2/gt = 0.4533
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Samba : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.3423
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.3389
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.4524
Tango
id = 142 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 143 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 144 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 145 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 146 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 147 , gt =128 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.3059 , t2/gt = 0.3365
id = 148 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 149 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 150 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 151 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 152 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 153 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 154 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 155 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 156 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 157 , gt =120 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3263 , t2/gt = 0.3418
id = 158 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 159 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 160 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 161 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 162 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 163 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 164 , gt =128 , t1 =  27.7848 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5500 , t1/gt = 0.2171 , t2/gt = 0.3365
id = 165 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 166 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 167 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 168 , gt =128 , t1 =  43.0664 , t2 = 47.8516 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1111 , t1/gt = 0.3365 , t2/gt = 0.3738
id = 169 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 170 , gt =132 , t1 =  29.7010 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 0.2250 , t2/gt = 0.3434
id = 171 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 172 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 173 , gt =132 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3107 , t2/gt = 0.3263
id = 174 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 175 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 176 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 177 , gt =124 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3308 , t2/gt = 0.3473
id = 178 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 179 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 180 , gt =128 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.3204 , t2/gt = 0.3542
id = 181 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 182 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 183 , gt =128 , t1 =  29.7010 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.2320 , t2/gt = 0.3365
id = 184 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 185 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 186 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 187 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 188 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 189 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 190 , gt =128 , t1 =  30.7617 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.2403 , t2/gt = 0.3365
id = 191 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 192 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 193 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 194 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 195 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 196 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 197 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 198 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 199 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 200 , gt =128 , t1 =  21.5332 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.1682 , t2/gt = 0.3365
id = 201 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 202 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 203 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 204 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 205 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 206 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 207 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 208 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 209 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 210 , gt =112 , t1 =  35.8887 , t2 = 37.4490 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0435 , t1/gt = 0.3204 , t2/gt = 0.3344
id = 211 , gt =116 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.3228 , t2/gt = 0.3375
id = 212 , gt =116 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.3228 , t2/gt = 0.3375
id = 213 , gt =116 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3375 , t2/gt = 0.3536
id = 214 , gt =116 , t1 =  39.1513 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2941 , t1/gt = 0.3375 , t2/gt = 0.4368
id = 215 , gt =120 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.3121 , t2/gt = 0.3263
id = 216 , gt =120 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3263 , t2/gt = 0.3418
id = 217 , gt =120 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3263 , t2/gt = 0.3418
id = 218 , gt =120 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3418 , t2/gt = 0.3589
id = 219 , gt =120 , t1 =  27.7848 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.2315 , t2/gt = 0.3418
id = 220 , gt =124 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3157 , t2/gt = 0.3308
id = 221 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 222 , gt =128 , t1 =  37.4490 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0952 , t1/gt = 0.2926 , t2/gt = 0.3204
id = 223 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 224 , gt =132 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3263 , t2/gt = 0.3434
id = 225 , gt =128 , t1 =  28.7109 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2243 , t2/gt = 0.3365
id = 226 , gt =128 , t1 =  43.0664 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3365 , t2/gt = 0.3542
id = 227 , gt =128 , t1 =  29.7010 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.2320 , t2/gt = 0.3365
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Tango : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.1545
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.3062
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.3463
Viennese Waltz
id = 338 , gt =174 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.2250 , t2/gt = 0.2475
id = 339 , gt =174 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.3094 , t2/gt = 0.3300
id = 340 , gt =174 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2250 , t2/gt = 0.2357
id = 341 , gt =174 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.3094 , t2/gt = 0.3300
id = 342 , gt =180 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2175 , t2/gt = 0.2279
id = 343 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 344 , gt =180 , t1 =  30.7617 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1709 , t2/gt = 0.3190
id = 345 , gt =180 , t1 =  30.7617 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1709 , t2/gt = 0.3190
id = 346 , gt =180 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1650 , t2/gt = 0.3190
id = 347 , gt =180 , t1 =  41.0156 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.2279 , t2/gt = 0.3190
id = 348 , gt =180 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2175 , t2/gt = 0.2279
id = 349 , gt =177 , t1 =  41.0156 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.2317 , t2/gt = 0.3244
id = 350 , gt =180 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.2991 , t2/gt = 0.3190
id = 351 , gt =180 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1650 , t2/gt = 0.3190
id = 352 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 353 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 354 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 355 , gt =180 , t1 =  30.7617 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.1709 , t2/gt = 0.3418
id = 356 , gt =180 , t1 =  30.7617 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1709 , t2/gt = 0.3190
id = 357 , gt =180 , t1 =  29.7010 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.1650 , t2/gt = 0.2279
id = 358 , gt =180 , t1 =  30.7617 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 0.1709 , t2/gt = 0.2279
id = 359 , gt =180 , t1 =  39.1513 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1579 , t1/gt = 0.2175 , t2/gt = 0.2519
id = 360 , gt =180 , t1 =  29.7010 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1650 , t2/gt = 0.3190
id = 361 , gt =180 , t1 =  29.7010 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1650 , t2/gt = 0.1709
id = 362 , gt =180 , t1 =  53.8330 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.2991 , t2/gt = 0.3190
id = 363 , gt =180 , t1 =  30.7617 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1709 , t2/gt = 0.3190
id = 364 , gt =177 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2317 , t2/gt = 0.2433
id = 365 , gt =180 , t1 =  33.1280 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5294 , t1/gt = 0.1840 , t2/gt = 0.2815
id = 366 , gt =180 , t1 =  39.1513 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.2175 , t2/gt = 0.2393
id = 367 , gt =180 , t1 =  29.7010 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.1650 , t2/gt = 0.2279
id = 368 , gt =180 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2279 , t2/gt = 0.2393
id = 369 , gt =180 , t1 =  29.7010 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8125 , t1/gt = 0.1650 , t2/gt = 0.2991
id = 370 , gt =180 , t1 =  30.7617 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1709 , t2/gt = 0.3190
